Date,Open,High,Low,Close,Volume,Adj Close
7/23/2015,93.57,94.07,92.699997,92.940002,7316900,92.940002
7/22/2015,93.510002,94.330002,93.290001,93.510002,9324400,93.510002
7/21/2015,93,94.139999,93,93.900002,6877100,93.900002
7/20/2015,93.300003,93.489998,92.589996,92.940002,6006900,92.940002
7/17/2015,94.230003,94.389999,92.900002,93.150002,8195900,93.150002
7/16/2015,94.279999,94.730003,93.900002,94.480003,6413300,94.480003
7/15/2015,95.040001,95.699997,93.889999,94.239998,6456200,94.239998
7/14/2015,94.400002,95.790001,94.389999,95.550003,5203600,95.550003
7/13/2015,94.309998,94.889999,94.150002,94.599998,5036700,94.599998
7/10/2015,94.529999,94.949997,94.07,94.410004,5630100,94.410004
7/9/2015,94.900002,95.209999,93.760002,93.779999,7895300,93.779999
7/8/2015,94.589996,95.089996,93.260002,93.559998,7701500,93.559998
7/7/2015,94.410004,95.480003,93.5,95.269997,11763000,95.269997
7/6/2015,95.059998,95.559998,94.480003,94.769997,8321600,94.769997
7/2/2015,96.360001,96.669998,95.720001,95.870003,6390900,95.870003
7/1/2015,96.300003,96.620003,95.550003,96.089996,7285500,96.089996
6/30/2015,97.449997,97.660004,96.220001,96.470001,9899100,96.470001
6/29/2015,97.5,97.959999,96.599998,96.690002,8735000,96.690002
6/26/2015,98.239998,98.690002,97.809998,98.599998,9626900,98.599998
6/25/2015,99.449997,99.660004,98.290001,98.339996,6055100,98.339996
6/24/2015,99.980003,100.68,99.269997,99.269997,7436800,99.269997
6/23/2015,99.959999,100.43,99.540001,100.089996,5679900,100.089996
6/22/2015,99.830002,100.370003,99.370003,100.290001,6404100,100.290001
6/19/2015,99.720001,100.169998,99.459999,99.470001,9792400,99.470001
6/18/2015,100.260002,100.900002,100.150002,100.25,7137800,100.25
6/17/2015,100.830002,101.169998,99.519997,99.760002,8184000,99.760002
6/16/2015,99.199997,100.449997,98.809998,100.040001,8742800,100.040001
6/15/2015,99.449997,100.059998,99.129997,99.290001,6090900,99.290001
6/12/2015,100.519997,100.690002,99.629997,99.870003,6431200,99.870003
6/11/2015,101.870003,102.199997,100.940002,101.120003,5506700,101.120003
6/10/2015,102.519997,102.580002,101.519997,101.830002,7528500,101.830002
6/9/2015,100.699997,101.25,100.220001,100.419998,7061000,100.419998
6/8/2015,101.290001,101.389999,99.949997,100.419998,8163800,100.419998
6/5/2015,101.18,103.099998,100.989998,101.589996,5949500,101.589996
6/4/2015,101.889999,102.370003,100.980003,101.389999,6812300,101.389999
6/3/2015,102.400002,103.379997,102.120003,102.169998,5150300,102.169998
6/2/2015,102.650002,103.110001,102.110001,102.580002,4992700,102.580002
6/1/2015,103.470001,103.75,102.489998,102.629997,5390900,102.629997
5/29/2015,103.139999,103.57,102.669998,103,6651900,103
5/28/2015,102.959999,103.419998,102.379997,103.239998,5099900,103.239998
5/27/2015,103.199997,103.779999,102.730003,103.110001,5857500,103.110001
5/26/2015,104.220001,104.440002,102.93,103.290001,8010200,103.290001
5/22/2015,105.089996,105.550003,104.860001,104.889999,4717200,104.889999
5/21/2015,105.970001,106.269997,105.300003,105.489998,6549300,105.489998
5/20/2015,105.419998,105.900002,104.760002,105.25,6521200,105.25
5/19/2015,106.050003,106.309998,105,105.019997,7927600,105.019997
5/18/2015,107.5,107.510002,106.580002,106.650002,6390600,106.650002
5/15/2015,107.209999,108.330002,106.940002,108.029999,5641600,108.029999
5/14/2015,108.019997,109.300003,108.019997,108.449997,9751700,107.379997
5/13/2015,107.980003,108.470001,107.300003,107.699997,5517600,106.637397
5/12/2015,107.440002,108,107.099998,107.559998,5026500,106.498779
5/11/2015,108.650002,108.690002,107.300003,107.360001,6003600,106.300755
5/8/2015,108.290001,108.800003,107.400002,108.650002,7078900,107.578028
5/7/2015,107.690002,108.199997,106.690002,107.57,5798300,106.508682
5/6/2015,109.239998,109.529999,107.300003,107.949997,5820400,106.88493
5/5/2015,109.239998,109.93,108,108,6463300,106.93444
5/4/2015,109.379997,109.410004,107.989998,108.32,7660100,107.251282
5/1/2015,110.279999,110.800003,108.339996,109.040001,10362700,107.96418
4/30/2015,112.040001,112.199997,110.440002,111.059998,6666800,109.964247
4/29/2015,110.82,111.989998,110.68,111.730003,5665800,110.627642
4/28/2015,110.050003,111.239998,109.650002,111.120003,5321600,110.02366
4/27/2015,110.339996,110.739998,109.540001,109.699997,4858700,108.617664
4/24/2015,109.669998,110.040001,109.029999,109.870003,4995000,108.785993
4/23/2015,110,110.650002,109.599998,109.970001,6940000,108.885005
4/22/2015,110.050003,110.440002,109.209999,109.5,5643100,108.41964
4/21/2015,110.050003,110.739998,109.309998,109.730003,5674900,108.647375
4/20/2015,109.57,111.709999,109.550003,110.290001,7148800,109.201847
4/17/2015,109.360001,109.690002,108.260002,109.110001,6548700,108.033489
4/16/2015,109.900002,110.940002,109,110.160004,5904200,109.073132
4/15/2015,109.589996,110.690002,109.379997,110.410004,6704000,109.320666
4/14/2015,107.699997,109.089996,107.260002,108.839996,7262700,107.766149
4/13/2015,107.349998,107.900002,106.440002,106.5,4307200,105.449239
4/10/2015,107.470001,107.660004,106.809998,106.910004,5012200,105.855198
